impact,id,description,help,helpUrl,tags,html,target,failureSummary
serious,link-in-text-block,"Ensure links are distinguished from surrounding text in a way that does not rely on color","Links must be distinguishable without relying on color","https://dequeuniversity.com/rules/axe/4.10/link-in-text-block?application=axeAPI","cat.color;wcag2a;wcag141;TTv5;TT13.a;EN-301-549;EN-9.1.4.1","<a href=\"https://new.nsf.gov/funding/opportunities/research-coordination-networks-fostering-nurturing/nsf22-558/solicitation\">RCN:CIP solicitation</a>",".text-left:nth-child(1) > a","Fix any of the following:\n  The link has insufficient color contrast of 2.68:1 with the surrounding text. (Minimum contrast is 3:1, link text: #06a9e5, surrounding text: #ffffff)\n  The link has no styling (such as underline) to distinguish it from the surrounding text"
serious,link-in-text-block,"Ensure links are distinguished from surrounding text in a way that does not rely on color","Links must be distinguishable without relying on color","https://dequeuniversity.com/rules/axe/4.10/link-in-text-block?application=axeAPI","cat.color;wcag2a;wcag141;TTv5;TT13.a;EN-301-549;EN-9.1.4.1","<a href=\"https://dl.acm.org/doi/pdf/10.1145/3507694\">Transforming Science through Cyberinfrastructure</a>",".text-left:nth-child(3) > a","Fix any of the following:\n  The link has insufficient color contrast of 2.68:1 with the surrounding text. (Minimum contrast is 3:1, link text: #06a9e5, surrounding text: #ffffff)\n  The link has no styling (such as underline) to distinguish it from the surrounding text"
serious,link-name,"Ensure links have discernible text","Links must have discernible text","https://dequeuniversity.com/rules/axe/4.10/link-name?application=axeAPI","cat.name-role-value;wcag2a;wcag244;wcag412;section508;section508.22.a;TTv5;TT6.a;EN-301-549;EN-9.2.4.4;EN-9.4.1.2;ACT","<a class=\"nsf-logo\" href=\"https://www.nsf.gov/\" target=\"_blank\" rel=\"noopener\">\n            <img width=\"82\" height=\"82\" src=\"/themes/contrib/asp-theme/images/logos/NSF_logo.svg\">\n          </a>",".container > div:nth-child(1) > .nsf-logo[href$=\"nsf.gov/\"][rel=\"noopener\"]","Fix all of the following:\n  Element is in tab order and does not have accessible text\n\nFix any of the following:\n  Element does not have text that is visible to screen readers\n  aria-label attribute does not exist or is empty\n  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty\n  Element has no title attribute"
serious,link-name,"Ensure links have discernible text","Links must have discernible text","https://dequeuniversity.com/rules/axe/4.10/link-name?application=axeAPI","cat.name-role-value;wcag2a;wcag244;wcag412;section508;section508.22.a;TTv5;TT6.a;EN-301-549;EN-9.2.4.4;EN-9.4.1.2;ACT","<a class=\"nsf-logo\" href=\"https://www.nsf.gov/\" target=\"_blank\" rel=\"noopener\">\n              <img width=\"82\" height=\"82\" src=\"/themes/nect-theme/img/NSF_logo.svg\">\n            </a>",".col-2 > .nsf-logo[href$=\"nsf.gov/\"][rel=\"noopener\"]","Fix all of the following:\n  Element is in tab order and does not have accessible text\n\nFix any of the following:\n  Element does not have text that is visible to screen readers\n  aria-label attribute does not exist or is empty\n  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty\n  Element has no title attribute"
serious,list,"Ensure that lists are structured correctly","<ul> and <ol> must only directly contain <li>, <script> or <template> elements","https://dequeuniversity.com/rules/axe/4.10/list?application=axeAPI","cat.structure;wcag2a;wcag131;EN-301-549;EN-9.1.3.1","<ul class=\"pager__items js-pager__items\">",".pager__items","Fix all of the following:\n  List element has direct children that are not allowed: [role=presentation]"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<div id=\"ccmnet-page-title\">","#ccmnet-page-title","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<div id=\"block-nect-cilinkintroblock\">","#block-nect-cilinkintroblock","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<div class=\"views-element-container\">",".views-element-container","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<div class=\"js-form-item form-item js-form-type-textfield form-item-search-api-fulltext js-form-item-search-api-fulltext form-group\">",".js-form-type-textfield","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<h2>Topics</h2>","#block-nect-tags > h2","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<input type=\"checkbox\" class=\"facets-checkbox\" id=\"tags-machine-learning\">","ul[data-drupal-facet-id=\"tags-0\"] > .facet-item.list-none:nth-child(3) > .facets-checkbox[type=\"checkbox\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<label for=\"tags-machine-learning\">","ul[data-drupal-facet-id=\"tags-0\"] > .facet-item.list-none:nth-child(3) > label[for=\"tags-machine-learning\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<input type=\"checkbox\" class=\"facets-checkbox\" id=\"tags-ai\">","ul[data-drupal-facet-id=\"tags-0\"] > .facet-item.list-none:nth-child(4) > .facets-checkbox[type=\"checkbox\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<label for=\"tags-ai\">","ul[data-drupal-facet-id=\"tags-0\"] > .facet-item.list-none:nth-child(4) > label[for=\"tags-ai\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<input type=\"checkbox\" class=\"facets-checkbox\" id=\"tags-data-analysis\">","ul[data-drupal-facet-id=\"tags-0\"] > .facet-item.list-none:nth-child(5) > .facets-checkbox[type=\"checkbox\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<label for=\"tags-data-analysis\">","ul[data-drupal-facet-id=\"tags-0\"] > .facet-item.list-none:nth-child(5) > label[for=\"tags-data-analysis\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<input type=\"checkbox\" class=\"facets-checkbox\" id=\"tags-training\">","ul[data-drupal-facet-id=\"tags-0\"] > .facet-item.list-none:nth-child(6) > .facets-checkbox[type=\"checkbox\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<label for=\"tags-training\">","ul[data-drupal-facet-id=\"tags-0\"] > .facet-item.list-none:nth-child(6) > label[for=\"tags-training\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<input type=\"checkbox\" class=\"facets-checkbox\" id=\"tags-deep-learning\">","ul[data-drupal-facet-id=\"tags-0\"] > .facet-item.list-none:nth-child(7) > .facets-checkbox[type=\"checkbox\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<label for=\"tags-deep-learning\">","ul[data-drupal-facet-id=\"tags-0\"] > .facet-item.list-none:nth-child(7) > label[for=\"tags-deep-learning\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<input type=\"checkbox\" class=\"facets-checkbox\" id=\"tags-documentation\">","ul[data-drupal-facet-id=\"tags-0\"] > .facet-item.list-none:nth-child(8) > .facets-checkbox[type=\"checkbox\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<label for=\"tags-documentation\">","ul[data-drupal-facet-id=\"tags-0\"] > .facet-item.list-none:nth-child(8) > label[for=\"tags-documentation\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<input type=\"checkbox\" class=\"facets-checkbox\" id=\"tags-big-data\">","ul[data-drupal-facet-id=\"tags-0\"] > .facet-item.list-none:nth-child(9) > .facets-checkbox[type=\"checkbox\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<label for=\"tags-big-data\">","ul[data-drupal-facet-id=\"tags-0\"] > .facet-item.list-none:nth-child(9) > label[for=\"tags-big-data\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<input type=\"checkbox\" class=\"facets-checkbox\" id=\"tags-neural-networks\">","ul[data-drupal-facet-id=\"tags-0\"] > .facet-item.list-none:nth-child(10) > .facets-checkbox[type=\"checkbox\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<label for=\"tags-neural-networks\">","ul[data-drupal-facet-id=\"tags-0\"] > .facet-item.list-none:nth-child(10) > label[for=\"tags-neural-networks\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<input type=\"checkbox\" class=\"facets-checkbox\" id=\"tags-visualization\">","ul[data-drupal-facet-id=\"tags-0\"] > .facet-item.list-none:nth-child(11) > .facets-checkbox[type=\"checkbox\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<label for=\"tags-visualization\">","ul[data-drupal-facet-id=\"tags-0\"] > .facet-item.list-none:nth-child(11) > label[for=\"tags-visualization\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<input type=\"checkbox\" class=\"facets-checkbox\" id=\"tags-parallelization\">","ul[data-drupal-facet-id=\"tags-0\"] > .facet-item.list-none:nth-child(12) > .facets-checkbox[type=\"checkbox\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<label for=\"tags-parallelization\">","ul[data-drupal-facet-id=\"tags-0\"] > .facet-item.list-none:nth-child(12) > label[for=\"tags-parallelization\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<a href=\"#\" class=\"facets-soft-limit-link\">Show more</a>","#block-nect-tags > .mb-2.mb-lg-4.facets-widget-checkbox > .facets-soft-limit-link[href=\"#\"]","Fix any of the following:\n  Some page content is not contained by landmarks"
moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<div id=\"block-nect-facetshiddenbehindlogin\">","#block-nect-facetshiddenbehindlogin","Fix any of the following:\n  Some page content is not contained by landmarks"
